# Time[msec],ラダー舵角[deg],エレベーター舵角[deg],加速度(X軸)[m/s^2],加速度(Y軸)[m/s^2],加速度(Z軸)[m/s^2],角速度(X軸)[deg/sec],角速度(Y軸)[deg/sec],角速度(Z軸)[deg/sec],荷重(2Hzローパス)[G],ロール[deg],ピッチ[deg],ヨー[deg],緯度[deg],経度[deg],進行角[deg],対地速度(北方向)[m/s],対地速度(東方向)[m/s],対地速度(下方向)[m/s],対地速度の大きさ[m/s],対気速度[m/s],AoA[deg],AoS[deg],気温[degC],動圧[Pa],大気圧[hPa],湿度[%],大気密度[kg/m^3],北方向風速[m/s],東方向風速[m/s],下方向風速[m/s],風速[m/s],高度[m]
3.25000000,-0.15870581,-0.27461605,-0.20473224,-0.13507100,9.77837269,-0.83379683,0.41137249,0.50115200,0.99595459,1.30800970,-2.41650800,299.88000000,35.29418190,136.25447580,472.61986495,-0.01500000,0.03600000,0.00500000,0.03900000,2.75227227,0.51009766,-46.00763771,36.15860629,4.20228061,997.30291970,56.21753023,1.10951576,2.68525118,-0.70113633,0.04743948,2.77568308,11.10295775
3.30000000,-0.13836558,-0.28667075,-0.43624664,-0.12574669,9.56075762,0.40391076,-0.72518767,0.60633563,0.99104693,1.27177372,-2.42843369,299.87000000,35.29418190,136.25447580,472.61986495,-0.01500000,0.03600000,0.00500000,0.03900000,2.82365049,0.66689209,-45.13022165,36.14629638,4.42316681,997.30848778,56.33562935,1.10954236,2.74360012,-0.76003426,0.05818893,2.84752167,11.05239305
3.35000000,-0.13756347,-0.27124251,-0.27224899,-0.13397224,9.84256184,2.82196573,-0.43204388,1.18816333,0.98872764,1.23648424,-2.42728123,299.87000000,35.29418190,136.25447588,452.36230003,-0.00198304,0.04806986,0.00555519,0.04865589,2.83643117,-1.00867272,-43.90458426,36.14595413,4.46353954,997.31489937,56.18833868,1.10959369,2.72644652,-0.83528240,0.00264694,2.85152842,10.99420034
3.40000000,-0.11307365,-0.23677763,-0.36863369,-0.10050032,9.57351930,2.45707724,-0.67186001,1.38440749,0.98961594,1.18887976,-2.40386265,299.88000000,35.29418190,136.25447584,432.04403482,0.00814591,0.02513625,0.00963943,0.02858475,2.83136765,-3.71790652,-42.46477441,36.15181041,4.44750838,997.31277904,56.15214302,1.10957455,2.68549914,-0.88031707,-0.09705216,2.82776995,11.01345615
3.45000000,-0.10194241,-0.22819634,-0.32886766,-0.08172734,9.79259677,0.61261481,-0.45055372,1.07838757,0.99296175,1.13819836,-2.34372038,299.90000000,35.29418190,136.25447580,390.96375653,0.01000000,0.00600000,0.01200000,0.01200000,2.83158877,-5.76034306,-42.04054405,36.16431364,4.44801471,997.31387191,56.19270032,1.10950768,2.66961960,-0.88051963,-0.17472952,2.81650742,11.00356137
3.50000000,-0.11625927,-0.23667103,-0.26106135,-0.13112670,9.95544869,-0.15943703,0.42252519,0.48747481,0.99810332,1.09447900,-2.28434800,299.90000000,35.29418191,136.25447581,394.12880456,0.00867460,0.00587951,0.01067460,0.01115656,2.87545060,-6.35947540,-42.26145420,36.17579251,4.58746380,997.32033955,56.26449581,1.10944734,2.71268208,-0.88361923,-0.19854294,2.85986824,10.94487780
3.55000000,-0.11670790,-0.23677797,-0.46512209,-0.02530376,9.55346017,1.59059671,-0.06901745,0.97852619,1.00304420,1.04928600,-2.24120983,299.89000000,35.29418200,136.25447590,461.30993247,-0.00100000,0.00500000,0.00100000,0.00500000,2.98701074,-5.03493241,-42.95645397,36.18976521,4.94918102,997.31602031,56.19214549,1.10939964,2.84485272,-0.88462057,-0.14462190,2.98272628,10.98410932
3.60000000,-0.17714250,-0.25769674,-0.39603407,-0.07152090,9.84788202,2.22239341,0.06340773,0.77988839,1.00721123,1.00300721,-2.17239250,299.88000000,35.29418200,136.25447590,461.30993247,-0.00100000,0.00500000,0.00100000,0.00500000,2.95365900,-3.66406127,-43.76375800,36.21442643,4.83882703,997.31074733,56.16318375,1.10929263,2.82940815,-0.83771490,-0.09217163,2.95225547,11.03202431
3.65000000,-0.16815386,-0.29348012,-0.42090796,-0.05164537,10.10621300,1.30703996,-0.20440000,0.76999998,1.00910686,0.97416000,-2.09690900,299.87000000,35.29418200,136.25447590,377.10471132,0.01624800,0.00500000,0.00570400,0.01757830,3.02120060,-4.23160937,-43.72473541,36.19444656,5.06389110,997.30482528,56.20542374,1.10936254,2.87374716,-0.86046007,-0.12238997,3.00229805,11.08574111
3.70000000,-0.12000935,-0.26506429,-0.43462795,-0.13234246,9.72659442,1.47344297,-0.24150518,0.73150517,1.00845375,0.94121383,-2.04981765,299.85000000,35.29418200,136.25447590,397.68632334,0.01715052,0.01324889,0.00370044,0.02424213,3.04609048,-4.56490111,-43.05758180,36.21217411,5.14616664,997.30152726,56.19572647,1.10928446,2.88443664,-0.91189912,-0.13537632,3.02817791,11.11572017
3.75000000,-0.10551807,-0.24659336,-0.46489120,-0.02573401,9.98166130,1.58534965,-0.22073563,0.72676937,1.00559072,0.91879203,-2.00008585,299.84000000,35.29418200,136.25447590,415.00797980,0.01400000,0.02000000,0.00100000,0.02500000,3.02816936,-4.49012370,-42.03391029,36.22399625,5.08594273,997.30200319,56.17348339,1.10923788,2.85355518,-0.96736714,-0.13108715,3.01591780,11.11142678
3.80000000,-0.14341371,-0.27826033,-0.23265160,-0.03086176,9.86462369,1.17671271,-0.34222222,0.89301331,1.00224681,0.88746865,-1.96409288,299.81000000,35.29418199,136.25447590,425.37195359,0.00807200,0.01760800,0.00016800,0.02687200,2.90793396,-4.24184570,-41.61037623,36.16524445,4.69265979,997.30722158,56.17654538,1.10950126,2.73907090,-0.94982879,-0.11636946,2.90141793,11.06392585
3.85000000,-0.15865199,-0.28708188,-0.39904385,-0.00169776,9.83716099,2.39198283,-0.85254121,1.11978430,0.99906787,0.87222900,-1.92804122,299.79156250,35.29418190,136.25447590,183.99091310,-0.04300000,-0.00300000,-0.00700000,0.04300000,2.74027261,-4.34021159,-41.55240234,36.04449798,4.16763992,997.31178240,56.23223183,1.11002151,2.62982796,-0.88007851,-0.10686518,2.77523935,11.02228592
3.90000000,-0.09805484,-0.26481627,-0.25913308,-0.17028578,9.67065033,2.58538416,-1.11214618,1.00923616,0.99706364,0.86919900,-1.87471500,299.76028000,35.29418190,136.25447590,183.99091310,-0.04300000,-0.00300000,-0.00700000,0.04300000,2.86956994,-4.31937826,-41.73990234,36.05485965,4.57039198,997.31742153,56.25625801,1.10997545,2.75406651,-0.91529365,-0.11319611,2.90438602,10.97114090
3.95000000,-0.12836097,-0.25095248,-0.17879710,0.00385622,9.90576763,1.97847993,-0.68096000,0.52684799,0.99673810,0.86971369,-1.81585167,299.73000000,35.29418190,136.25447590,503.69494327,-0.01085600,0.00797600,-0.00296975,0.01791200,3.06324169,-4.45258545,-41.63753906,36.12838043,5.20797099,997.31710062,56.20312881,1.10966620,2.90162460,-0.99597544,-0.13311210,3.07068579,10.97418907
4.00000000,-0.13756347,-0.25622568,0.00963319,-0.02261500,9.64706635,1.29151208,-0.66154666,0.61247406,0.99771344,0.86122600,-1.72954800,299.69000000,35.29418190,136.25447585,536.33100201,-0.00859911,0.00055141,0.01050054,0.01374963,3.01751558,-4.59288737,-41.45664714,36.14595413,5.05354119,997.31902451,56.20378724,1.10959090,2.85175647,-0.98469579,-0.15336827,3.02087116,10.95676047
4.05000000,-0.13107200,-0.25421431,-0.17124146,-0.07342534,9.85177874,1.14120637,-0.79570535,0.75820472,0.99929610,0.85860053,-1.63097393,299.66104972,35.29418190,136.25447580,209.74488130,-0.01400000,-0.00800000,0.01700000,0.01600000,2.82522651,-4.57236003,-41.44980732,36.12805057,4.42963768,997.32329497,56.23027304,1.10966933,2.67518121,-0.91545209,-0.15356883,2.83164800,10.91797195
4.10000000,-0.11625927,-0.23929501,-0.21796623,-0.15014418,9.76298710,1.39134105,-0.95127998,0.66787066,1.00063827,0.86069457,-1.58401943,299.63000000,35.29418190,136.25447579,200.05165148,-0.01878400,-0.00685600,0.01695177,0.02057600,2.66409406,-4.45014648,-41.78689985,36.09215113,3.93869332,997.32679083,56.23383330,1.10982933,2.53301270,-0.85093766,-0.14283673,2.67593920,10.88618918
4.15000000,-0.11632649,-0.26182526,-0.25668784,-0.06171334,9.94185716,2.55378918,-1.74946847,0.40741669,1.00114655,0.87264600,-1.55555700,299.59000000,35.29418190,136.25447570,537.20024220,-0.05986120,0.00292745,0.01592357,0.05988959,2.57707095,-4.45008553,-42.45967772,36.14717155,3.68465817,997.33013015,56.18786505,1.10960539,2.50083608,-0.80592872,-0.13832055,2.63112804,10.85596830
4.20000000,-0.13630925,-0.23815664,-0.28393984,-0.02210895,9.89766401,3.32937870,-1.47964718,-0.04782577,1.00059244,0.86958900,-1.52713500,299.56000000,35.29418190,136.25447570,225.08452699,-0.01859079,-0.01864572,0.00937929,0.02706086,2.73432101,-4.41679782,-43.31894495,36.17177028,4.14838815,997.32743941,56.18087018,1.10949552,2.62051964,-0.79614767,-0.13802522,2.74226645,10.88042742
4.25000000,-0.13756347,-0.23667103,-0.26355541,-0.17387023,9.78259861,2.41054631,-0.40191453,0.57064776,0.99933576,0.87620000,-1.52484600,299.54000000,35.29418190,136.25447570,231.34019175,-0.01600000,-0.02000000,0.00900000,0.02500000,2.80819606,-4.26958583,-43.92679900,36.16247419,4.37447076,997.32785517,56.31217175,1.10950292,2.69744904,-0.78849846,-0.13553245,2.81359738,10.87663941
4.30000000,-0.14874498,-0.25409973,-0.28662541,-0.19129246,9.68800424,1.61761457,-0.36914709,0.29225842,0.99808686,0.90482800,-1.52232100,299.51229264,35.29418190,136.25447565,194.27350949,-0.02702481,-0.00687523,0.00690004,0.03129989,2.95592708,-3.76383856,-43.96295483,36.18173559,4.84990587,997.33243040,56.34061399,1.10941756,2.85169130,-0.84292561,-0.12242151,2.97618109,10.83514007
4.35000000,-0.15455619,-0.28088005,-0.00535296,-0.33936842,9.76251935,1.29427877,-0.70164888,-0.06111000,0.99772629,0.94115588,-1.51681601,299.48000000,35.29418190,136.25447560,532.30394828,-0.03700000,0.00500000,0.00500000,0.03700000,3.13769612,-3.71272503,-43.73032825,36.20203018,5.46131597,997.33770092,56.25440929,1.10934459,3.03177310,-0.91919360,-0.12739465,3.17061420,10.78732576
4.40000000,-0.13400908,-0.28379454,-0.12795165,-0.17775913,9.82559165,1.03305677,-0.68326091,0.12861844,0.99873756,1.00095569,-1.48164029,299.46000000,35.29418190,136.25447560,533.37544229,-0.03619319,0.00420342,0.00561956,0.03576087,3.18937242,-4.39627269,-43.12423817,36.19824866,5.64394396,997.33855928,56.15171882,1.10940498,3.06757643,-0.96455881,-0.16191954,3.21972309,10.77952943
4.45000000,-0.11563960,-0.24928703,-0.15644764,-0.28958624,9.77235963,0.63051311,0.20913472,-0.07451881,1.00109974,1.02594600,-1.46558100,299.45000000,35.29418190,136.25447560,189.81478513,-0.02273134,-0.00393243,0.01199506,0.02304532,3.02214964,-4.49774084,-41.97522561,36.15934078,5.06687779,997.33539097,56.29347352,1.10952806,2.87587124,-0.96330052,-0.16688042,3.03750429,10.80823786
4.50000000,-0.03549974,-0.24928703,-0.36462075,-0.21706208,9.81605534,1.26218754,-0.77621248,-0.40375780,1.00396492,1.07178643,-1.47097951,299.44000000,35.29418199,136.25447569,454.53555969,-0.00579228,0.07301850,0.00636450,0.07465875,3.11575305,-4.91716038,-41.27128551,36.19943466,5.38516855,997.33854117,56.16889610,1.10938733,2.93288458,-1.10567541,-0.18538541,3.13985634,10.77969526
4.55000000,-0.07504064,-0.25891018,-0.12253380,-0.16902582,9.92335894,1.45276340,-0.57306343,-0.04628879,1.00684246,1.10149000,-1.49125000,299.43000000,35.29418200,136.25447570,453.66778806,-0.00500000,0.07800000,0.00600000,0.07800000,3.22462687,-5.18391106,-41.60217697,36.17962797,5.76862640,997.33734864,56.23065652,1.10945604,3.03913778,-1.12884706,-0.20223283,3.24831530,10.79049525
4.60000000,-0.10999526,-0.24865642,-0.19297363,-0.12785580,9.98297928,1.24950388,-0.56349871,0.04873343,1.00839143,1.10580700,-1.48235100,299.43000000,35.29418200,136.25447560,497.37077681,-0.01287486,0.01185117,0.01439985,0.06435024,3.11039548,-5.19305932,-42.45769446,36.19508703,5.37296478,997.34025217,56.19310484,1.10940303,2.95425959,-0.98160949,-0.20321732,3.11969617,10.76415876
4.65000000,-0.11625927,-0.23872693,-0.27322006,-0.07170200,9.83220580,1.42472750,-0.59055500,-0.12664089,1.00810660,1.10580700,-1.48235100,299.44000000,35.29418200,136.25447550,247.38013505,-0.02000000,-0.04800000,0.02200000,0.05200000,2.77362781,-5.01090090,-42.65927671,36.18302934,4.27335079,997.34533473,56.15949131,1.10947063,2.64671396,-0.80773206,-0.18362455,2.77330918,10.71801117
4.70000000,-0.12174538,-0.25485411,-0.52152743,-0.10273603,9.84827737,2.30004505,-0.49000001,-0.43810579,1.00591690,1.10607600,-1.50447100,299.45000000,35.29418201,136.25447550,248.96414922,-0.01655715,-0.04305232,0.02312130,0.05045512,2.60549151,-4.13672379,-42.19719255,36.11293156,3.76766396,997.34760101,56.21857743,1.10976698,2.48063098,-0.78155727,-0.14542527,2.60490121,10.69737321
4.75000000,-0.18014943,-0.28714608,-0.08190911,-0.06048321,9.92355200,1.19000006,-0.49000001,-0.49000001,1.00279743,1.11303343,-1.52416769,299.47000000,35.29418210,136.25447550,388.07248694,0.03000000,0.01600000,0.04000000,0.03400000,2.72999644,-0.89057617,-42.16699219,36.24475479,4.13333321,997.35046390,56.22644424,1.10919070,2.55841515,-0.88234859,-0.05320040,2.70681684,10.67150904
4.80000000,-0.08563785,-0.25209083,-0.25660710,-0.14784554,9.72890684,0.58772122,-0.23074074,-0.59746283,0.99908930,1.09573800,-1.51524400,299.49000000,35.29418219,136.25447550,387.92846566,0.05202109,0.02757685,0.05332479,0.05807407,2.67630674,3.49493970,-43.25206163,36.09887441,3.97489714,997.34687428,56.24655051,1.10981920,2.49769691,-0.82488409,0.08189842,2.63165936,10.70395429
4.85000000,-0.05519849,-0.27732918,-0.21206785,-0.11293194,9.74084354,0.76740739,-0.20999999,-0.95666663,0.99627393,1.06412032,-1.51105935,299.50843750,35.29418220,136.25447550,387.84757826,0.05300000,0.02800000,0.05400000,0.06000000,2.64923619,2.77842422,-44.35340712,36.17226042,3.89337459,997.33713848,56.20824673,1.10949852,2.48776665,-0.76746496,0.05332831,2.60400255,10.79239350
4.90000000,-0.08029150,-0.26821448,-0.17877926,-0.10875210,9.77706631,0.45684209,0.03500000,-0.97999999,0.99488847,1.03731124,-1.51291849,299.53000000,35.29418215,136.25447545,407.48955292,0.02200000,0.02400000,0.05950000,0.04100000,2.68641159,-0.04203700,-44.52243597,36.17119937,4.00442703,997.33529660,56.20279312,1.10950134,2.55967180,-0.76662863,-0.04442425,2.67237959,10.80911004
4.95000000,-0.12441361,-0.25582938,-0.12592425,-0.11184760,9.75998084,-0.26403509,0.25983539,-0.92814817,0.99520442,1.03503800,-1.50619000,299.57000000,35.29418210,136.25447540,474.22774532,-0.00900000,0.02000000,0.06500000,0.02200000,2.73150191,-2.84232225,-44.30824121,36.11613175,4.13990622,997.33515628,56.20612013,1.10974188,2.62820439,-0.78280936,-0.14497370,2.74613659,10.81031059
5.00000000,-0.14400585,-0.27452455,-0.11779961,-0.12881753,9.77436589,-0.46456791,0.08530350,-0.92333335,0.99681710,1.03258473,-1.49751479,299.59681811,35.29418211,136.25447539,477.28330676,-0.00900000,0.01744965,0.06537037,0.02192593,2.74624414,-3.92974147,-43.34324660,36.10273149,4.18581405,997.33096268,56.17378305,1.10980286,2.62634265,-0.82687219,-0.18398237,2.75957295,10.84834791
5.05000000,-0.18014943,-0.27452455,-0.28492785,-0.17861295,9.79053159,0.07000000,-0.34999999,-0.14000000,0.99885194,1.03751600,-1.49031500,299.63871610,35.29418220,136.25447520,244.65382406,-0.00900000,-0.01900000,0.07300000,0.02100000,2.87412214,-4.12055664,-41.94726563,36.12993240,4.58333349,997.32513430,56.12878799,1.10968828,2.72634122,-0.89369879,-0.20575810,2.87645101,10.90128235
5.10000000,-0.10126295,-0.25115622,-0.19508777,-0.10324080,9.81384488,0.92864199,-0.55125000,-0.01561728,1.00062320,1.04661100,-1.49445300,299.67906233,35.29418220,136.25447510,212.05769696,-0.04418519,-0.02767187,0.08433333,0.05248148,2.87036959,-3.63227539,-41.19020774,36.11509394,4.57159851,997.31624255,56.05956163,1.10975948,2.74758248,-0.91923585,-0.19933399,2.90412432,10.98195151
5.15000000,-0.15807155,-0.25863340,-0.33112458,-0.12397531,9.80919347,0.90377315,-0.56000000,0.05876543,1.00135701,1.05552998,-1.49875642,299.72000000,35.29418220,136.25447510,210.78414653,-0.04700000,-0.02800000,0.08500000,0.05500000,2.77698168,-3.86512426,-41.43365845,36.12234440,4.28034979,997.30897319,56.10960522,1.10971169,2.66557864,-0.87677116,-0.20470286,2.81352811,11.04793726
5.20000000,-0.13861093,-0.26190487,-0.34483432,-0.19126986,9.89014752,0.71802676,-0.51939144,-0.27139421,1.00101460,1.05320056,-1.51327320,299.76728383,35.29418230,136.25447510,327.96519951,0.01201243,-0.00751635,0.08402459,0.06475412,2.77240575,-4.03904711,-41.87740709,36.15376199,4.26461766,997.30833609,56.16662670,1.10955514,2.60877086,-0.87492458,-0.20889043,2.75949518,11.05378555
5.25000000,-0.10000605,-0.26190487,-0.19503729,-0.14200398,9.79312753,0.43997488,-0.25435780,-0.63000000,0.99990851,1.07175100,-1.52264900,299.80692498,35.29418240,136.25447510,370.71312302,0.07400000,0.01400000,0.08300000,0.07500000,2.80028441,-4.11035879,-42.01692820,36.17265701,4.34999990,997.30633504,56.17515083,1.10946848,2.57528482,-0.89801951,-0.21186076,2.73558329,11.07198884
5.30000000,-0.11352647,-0.26170257,-0.30373588,-0.08364666,9.76071939,0.19283306,0.13629269,-0.61877812,0.99881447,1.07835700,-1.52034600,299.85000000,35.29418240,136.25447510,371.00040403,0.07284575,0.01416031,0.08285572,0.07418241,2.80028360,-4.16062721,-41.90672427,36.17081620,4.34999990,997.29816884,56.14126253,1.10947531,2.57454238,-0.90321465,-0.21392668,2.73675534,11.14610858
5.35000000,-0.03310130,-0.25575343,-0.27184250,-0.15937804,9.73420288,0.13922554,0.00671043,-0.28874919,0.99813715,1.08066400,-1.52695200,299.89000000,35.29418240,136.25447510,385.88358188,0.03889992,0.01887501,0.07861249,0.05013744,2.80014422,-4.04667330,-41.77837309,36.11667910,4.34999990,997.30073367,56.10007526,1.10972581,2.60675252,-0.91392162,-0.20547300,2.76995136,11.12270133
5.40000000,0.05039767,-0.24958564,-0.09579699,-0.11034513,9.86571624,0.08954163,-0.22607697,0.05343252,0.99835229,1.08224458,-1.52587423,299.93905817,35.29418240,136.25447510,441.14037345,0.00370408,0.02376332,0.07421301,0.02520706,2.79974570,-3.92852323,-41.68756656,36.06054850,4.34999990,997.30537428,56.07057108,1.10998553,2.64054037,-0.92296938,-0.19691178,2.80412200,11.08046286
5.45000000,-0.11414442,-0.26741313,0.00374158,-0.10266531,9.72857090,-0.14066499,-0.53488565,-0.03055500,0.99926326,1.09577890,-1.50778726,299.97882696,35.29418240,136.25447510,445.23635831,0.00200000,0.02400000,0.07400000,0.02400000,2.73723074,-4.00171204,-41.69422789,36.10961778,4.15846675,997.31298754,56.11046353,1.10976624,2.58301746,-0.90271453,-0.19763270,2.74334311,11.01148028
5.50000000,-0.15129985,-0.26312435,-0.03670757,-0.08923441,9.74299832,0.23264643,-1.01769553,-0.00351131,1.00036808,1.10060328,-1.46391266,300.00000000,35.29418245,136.25447510,466.42569297,-0.01200208,0.04071216,0.07083824,0.04342224,2.71885457,-4.01281680,-41.74307047,36.09133497,4.10193041,997.31527747,56.17420430,1.10983752,2.58031345,-0.91124249,-0.19570347,2.74347958,10.99066430
5.55000000,-0.11625927,-0.25175168,-0.30996681,0.00176971,9.78208540,0.67428211,-1.06856425,0.22899845,1.00089084,1.09723600,-1.44707900,300.03000000,35.29418250,136.25447510,475.42687417,-0.02900000,0.06100000,0.06700000,0.06700000,2.75079715,-4.02321328,-41.81045981,36.06951792,4.19973880,997.31616888,56.19537254,1.10992639,2.62847318,-0.93866571,-0.19414850,2.79779524,10.98253425
5.60000000,-0.11706167,-0.26142968,-0.11357440,-0.03297243,9.93005788,0.29845213,-0.28720534,0.41409297,1.00042318,1.09954200,-1.45368500,300.06000000,35.29418250,136.25447510,474.54572838,-0.02753136,0.06028451,0.06694083,0.06611900,2.79393505,-4.19467566,-41.83492004,36.17237359,4.33036121,997.31841566,56.17811800,1.10948262,2.66755827,-0.95043765,-0.20211339,2.83902248,10.96233447
5.65000000,-0.13740904,-0.24937850,-0.21314421,-0.11220388,9.87977019,0.76644748,-0.54543914,0.21903273,0.99893988,1.09723600,-1.44707900,300.09000000,35.29418250,136.25447510,437.01422174,0.00971725,0.04213775,0.06422370,0.04325949,2.76359518,-4.23027211,-41.77196229,36.16022566,4.23703618,997.31814275,56.15478232,1.10954201,2.60054492,-0.92545054,-0.19942274,2.76750104,10.96478943
5.70000000,-0.10456427,-0.27114624,-0.23860919,-0.07914787,9.78343625,-0.44261868,-0.81398166,0.08187093,0.99707146,1.09723600,-1.44707900,300.11000000,35.29418259,136.25447510,445.81836807,0.00307075,0.04200000,0.05601994,0.04205567,2.75122989,-4.20171886,-41.77148438,36.13311102,4.19956551,997.31492008,56.11884939,1.10966629,2.59560463,-0.92140908,-0.18959459,2.76081586,10.99398763
5.75000000,-0.07842211,-0.26059253,-0.06541923,-0.10113100,9.73091141,-0.41282181,-0.70391999,0.32872000,0.99564282,1.09723600,-1.44707900,300.13000000,35.29418260,136.25447510,447.27368901,0.00200000,0.04200000,0.05500000,0.04200000,2.64870382,-4.08031809,-41.95070592,36.19568558,3.89403458,997.31842898,56.14647464,1.10939090,2.50287173,-0.88091412,-0.17928575,2.65942099,10.96225587
5.80000000,-0.07990102,-0.24189227,-0.03152713,0.07061507,9.85557495,-0.01666330,-0.68608295,0.75702625,0.99579244,1.10153600,-1.43817100,300.14000000,35.29418260,136.25447510,437.15610757,0.00921067,0.04039763,0.05339763,0.04240059,2.63415647,-4.06787435,-42.07160912,36.17898664,3.85014815,997.32452135,56.16841064,1.10946420,2.48367982,-0.86943428,-0.17692082,2.63740069,10.90692554
